0.983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9799,0.9778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9742,0.9677,0.9737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9676,0.9591,0.9665,0.9745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9605,0.9492,0.9584,0.967,0.9695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9532,0.949,0.9464,0.9593,0.9626,0.9717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9411,0.9271,0.9215,0.9362,0.9465,0.9635,0.9683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9243,0.9027,0.8922,0.9032,0.9198,0.9528,0.9568,0.9657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9112,0.8957,0.8826,0.8759,0.8993,0.9308,0.9446,0.9486,0.9656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8798,0.8641,0.8508,0.8672,0.8767,0.9029,0.9195,0.936,0.947,0.9602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8463,0.8426,0.8259,0.8621,0.8706,0.8849,0.8974,0.9091,0.9383,0.9474,0.9601,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8288,0.7872,0.8195,0.8298,0.7973,0.8388,0.8103,0.8807,0.9237,0.9177,0.9404,0.9541,nan,nan,nan,nan,nan,nan,nan,nan
0.7894,0.7684,0.7345,0.7382,0.7576,0.8324,0.8106,0.8291,0.8839,0.8776,0.9175,0.9404,0.9545,nan,nan,nan,nan,nan,nan,nan
0.7123,0.713,0.6914,0.6009,0.7325,0.8514,0.7518,0.7795,0.8613,0.8183,0.8931,0.9197,0.9374,0.9539,nan,nan,nan,nan,nan,nan
0.6598,0.6841,0.6209,0.6169,0.7077,0.8185,0.6794,0.7511,0.8496,0.7643,0.8312,0.8706,0.9259,0.9384,0.9516,nan,nan,nan,nan,nan
0.5688,0.5474,0.6128,0.5645,0.6526,0.7419,0.5441,0.7603,0.7939,0.6998,0.7784,0.7428,0.9006,0.9052,0.9247,0.9498,nan,nan,nan,nan
0.5702,0.5824,0.559,0.5867,0.6273,0.7244,0.469,0.7463,0.8126,0.7299,0.7869,0.6527,0.8662,0.8552,0.8948,0.9346,0.9495,nan,nan,nan
0.5727,0.5885,0.5199,0.5411,0.6471,0.7332,0.5381,0.7439,0.7587,0.6881,0.7464,0.6953,0.8166,0.8341,0.8651,0.9007,0.9308,0.9451,nan,nan
0.5632,0.5654,0.5399,0.5613,0.6216,0.6799,0.613,0.7109,0.759,0.6814,0.7304,0.6877,0.8202,0.8066,0.8842,0.8723,0.917,0.9371,0.9445,nan
0.5291,0.5164,0.5598,0.5206,0.5487,0.6379,0.6426,0.621,0.7022,0.6462,0.7015,0.7393,0.8107,0.7607,0.8632,0.8676,0.8976,0.9103,0.9275,0.9385
