0.9834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9809,0.9778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9774,0.9713,0.9761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9721,0.9658,0.9693,0.974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9697,0.9512,0.9633,0.9687,0.9712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9609,0.9497,0.9538,0.9566,0.9635,0.9711,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9458,0.9299,0.9338,0.9403,0.9415,0.964,0.9681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9334,0.9082,0.9292,0.9142,0.9081,0.9534,0.9552,0.9642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9274,0.8582,0.875,0.8619,0.865,0.9178,0.9252,0.952,0.9647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9123,0.7849,0.8542,0.8491,0.8806,0.8935,0.9253,0.943,0.9564,0.9671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8711,0.7595,0.8516,0.807,0.8758,0.8964,0.918,0.9288,0.9444,0.9584,0.964,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8489,0.795,0.8326,0.7727,0.8575,0.8654,0.8907,0.8986,0.9339,0.938,0.9497,0.9608,nan,nan,nan,nan,nan,nan,nan,nan
0.7772,0.7666,0.8036,0.7494,0.8528,0.8297,0.8194,0.8913,0.9087,0.9184,0.9324,0.9517,0.9583,nan,nan,nan,nan,nan,nan,nan
0.8052,0.753,0.7997,0.7176,0.8587,0.8593,0.8301,0.8777,0.9053,0.9034,0.9252,0.9375,0.9447,0.9561,nan,nan,nan,nan,nan,nan
0.7399,0.7314,0.7183,0.6878,0.8038,0.8205,0.7663,0.8504,0.8779,0.8557,0.8891,0.918,0.9395,0.9399,0.9557,nan,nan,nan,nan,nan
0.6691,0.6904,0.7127,0.7129,0.7759,0.7259,0.7098,0.7997,0.8493,0.7868,0.8391,0.8234,0.9099,0.9029,0.9385,0.9495,nan,nan,nan,nan
0.6453,0.7078,0.6999,0.7121,0.7854,0.6666,0.671,0.7336,0.8168,0.8036,0.8303,0.8019,0.8957,0.8633,0.9292,0.9308,0.9511,nan,nan,nan
0.6081,0.6868,0.635,0.5954,0.6815,0.6453,0.6963,0.6499,0.7653,0.8012,0.7756,0.8118,0.8571,0.8494,0.9111,0.8999,0.9407,0.9463,nan,nan
0.6396,0.6905,0.6681,0.6463,0.6695,0.6201,0.6842,0.7004,0.7874,0.8014,0.7215,0.8648,0.8582,0.8096,0.8939,0.8931,0.9215,0.9306,0.9498,nan
0.6279,0.6889,0.6702,0.6096,0.6339,0.6321,0.7094,0.6466,0.793,0.8129,0.7687,0.8597,0.8614,0.8233,0.8646,0.8564,0.9121,0.91,0.9336,0.9431
