0.9826,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9813,0.9765,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9752,0.9666,0.9744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9689,0.9588,0.962,0.9717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9627,0.944,0.9555,0.9663,0.9711,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9558,0.9405,0.9432,0.9605,0.966,0.9699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9435,0.9085,0.909,0.946,0.9596,0.9653,0.9681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9271,0.8856,0.8638,0.9298,0.9304,0.946,0.9547,0.9669,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9053,0.8369,0.792,0.8513,0.9031,0.8975,0.9215,0.9538,0.9637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8665,0.7944,0.7369,0.8442,0.8612,0.8829,0.9094,0.933,0.9523,0.9594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8368,0.7578,0.7131,0.7974,0.8605,0.8385,0.8798,0.9096,0.9449,0.9529,0.961,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.7873,0.7534,0.7224,0.797,0.8454,0.8377,0.8214,0.8613,0.9329,0.9486,0.9481,0.9609,nan,nan,nan,nan,nan,nan,nan,nan
0.7257,0.7114,0.6943,0.7848,0.8006,0.8304,0.7642,0.8688,0.917,0.93,0.9289,0.9474,0.9516,nan,nan,nan,nan,nan,nan,nan
0.7283,0.6793,0.6703,0.6995,0.7789,0.8256,0.7258,0.8363,0.8756,0.9046,0.9142,0.9312,0.9392,0.9534,nan,nan,nan,nan,nan,nan
0.7096,0.6939,0.6724,0.6977,0.7766,0.811,0.6712,0.8131,0.8514,0.8905,0.8811,0.8991,0.9237,0.9395,0.9505,nan,nan,nan,nan,nan
0.6222,0.6604,0.6517,0.6464,0.7285,0.757,0.6401,0.8023,0.7799,0.8474,0.8697,0.8242,0.9025,0.9113,0.93,0.952,nan,nan,nan,nan
0.6171,0.6385,0.5957,0.5949,0.7256,0.69,0.6454,0.7966,0.7646,0.8471,0.8531,0.8198,0.8966,0.8898,0.91,0.9405,0.9509,nan,nan,nan
0.6489,0.6035,0.5172,0.5561,0.6628,0.6329,0.6322,0.7453,0.697,0.8376,0.7923,0.8082,0.875,0.8757,0.8832,0.9184,0.936,0.949,nan,nan
0.6447,0.5389,0.5018,0.5536,0.6392,0.5794,0.581,0.711,0.6813,0.8323,0.7642,0.8139,0.8492,0.8636,0.8523,0.9023,0.9157,0.9398,0.947,nan
0.6007,0.4983,0.471,0.4882,0.566,0.5585,0.529,0.6198,0.5925,0.8047,0.7082,0.7869,0.8326,0.8085,0.8348,0.8814,0.9019,0.9177,0.9266,0.9438
