0.9827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9789,0.9742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9757,0.9628,0.973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9701,0.9509,0.9645,0.9727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9631,0.9364,0.9553,0.9676,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9551,0.9181,0.9386,0.9618,0.9632,0.9686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.947,0.8893,0.9151,0.9537,0.95,0.9588,0.9685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9237,0.8615,0.8855,0.9064,0.919,0.9385,0.9612,0.9635,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9317,0.8678,0.8661,0.8882,0.9149,0.9028,0.9453,0.9455,0.9641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8763,0.8092,0.8291,0.882,0.8888,0.8858,0.9199,0.9142,0.9299,0.9582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8628,0.7772,0.8024,0.8642,0.868,0.8919,0.892,0.895,0.9346,0.9501,0.9611,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8035,0.7751,0.7843,0.8315,0.8373,0.8203,0.8444,0.8592,0.9188,0.9371,0.9473,0.9558,nan,nan,nan,nan,nan,nan,nan,nan
0.7888,0.7535,0.7535,0.7624,0.8155,0.8431,0.8195,0.8516,0.8954,0.9195,0.9244,0.9447,0.9545,nan,nan,nan,nan,nan,nan,nan
0.7771,0.7263,0.7256,0.7553,0.8061,0.822,0.8154,0.8125,0.8451,0.8715,0.9058,0.9279,0.9334,0.9557,nan,nan,nan,nan,nan,nan
0.7872,0.7275,0.7257,0.7735,0.8009,0.7871,0.7697,0.7336,0.7971,0.8228,0.8678,0.8887,0.9146,0.9349,0.9498,nan,nan,nan,nan,nan
0.7559,0.6994,0.761,0.713,0.7243,0.6879,0.7293,0.6702,0.7689,0.8165,0.8763,0.8401,0.8746,0.8943,0.9237,0.947,nan,nan,nan,nan
0.77,0.7068,0.7235,0.7576,0.6968,0.6273,0.7255,0.6675,0.7716,0.7626,0.8386,0.808,0.8693,0.8716,0.9152,0.9325,0.9491,nan,nan,nan
0.769,0.6839,0.6651,0.7466,0.6741,0.5713,0.7377,0.6872,0.7221,0.7359,0.774,0.7951,0.8549,0.8645,0.8844,0.8985,0.9341,0.9471,nan,nan
0.7857,0.6769,0.6581,0.7372,0.6587,0.5646,0.7226,0.6782,0.7141,0.7402,0.742,0.7941,0.8485,0.8241,0.8538,0.8963,0.9039,0.9356,0.9393,nan
0.7599,0.6774,0.6804,0.717,0.6235,0.6041,0.7568,0.6507,0.642,0.7529,0.7579,0.766,0.8423,0.8086,0.8435,0.8719,0.8897,0.9154,0.9156,0.9458
