0.9822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9698,0.9716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9532,0.9594,0.9689,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.944,0.9473,0.9642,0.9664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9228,0.9333,0.9516,0.9628,0.9687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9029,0.9328,0.9415,0.9539,0.9594,0.9634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8593,0.8964,0.9307,0.9376,0.9517,0.9556,0.9598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8249,0.8682,0.9139,0.9213,0.9214,0.9463,0.9449,0.9593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8174,0.8366,0.8535,0.8677,0.8857,0.9164,0.9163,0.9458,0.9558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8035,0.7846,0.8185,0.8291,0.863,0.9042,0.9102,0.914,0.9411,0.9568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.7572,0.7333,0.7922,0.7943,0.868,0.902,0.8917,0.8867,0.9347,0.9459,0.9547,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.7386,0.7474,0.8155,0.756,0.8535,0.8412,0.8634,0.8183,0.9068,0.8993,0.9406,0.9506,nan,nan,nan,nan,nan,nan,nan,nan
0.7164,0.7283,0.7491,0.7379,0.8516,0.8308,0.8258,0.7999,0.89,0.8606,0.925,0.9241,0.951,nan,nan,nan,nan,nan,nan,nan
0.6714,0.7151,0.7019,0.6534,0.8247,0.7846,0.8015,0.7188,0.8203,0.8159,0.8951,0.8988,0.9387,0.9455,nan,nan,nan,nan,nan,nan
0.6574,0.6929,0.6632,0.6642,0.7794,0.7468,0.7637,0.697,0.7822,0.7758,0.8523,0.8611,0.9305,0.9346,0.9442,nan,nan,nan,nan,nan
0.5739,0.5975,0.632,0.6479,0.7261,0.6812,0.6818,0.666,0.713,0.7443,0.8351,0.7778,0.9149,0.8789,0.9163,0.9415,nan,nan,nan,nan
0.5068,0.591,0.5733,0.628,0.678,0.6041,0.6257,0.6455,0.7052,0.7018,0.8045,0.699,0.8916,0.8593,0.8985,0.9256,0.9413,nan,nan,nan
0.5303,0.6476,0.5872,0.5517,0.658,0.6826,0.6052,0.6803,0.702,0.6855,0.7616,0.7144,0.8407,0.8596,0.8802,0.9133,0.9201,0.9366,nan,nan
0.515,0.6305,0.5874,0.6205,0.6297,0.6225,0.6072,0.6559,0.7152,0.7148,0.7446,0.7624,0.8233,0.8182,0.8532,0.9026,0.8902,0.9142,0.9369,nan
0.5416,0.6041,0.6198,0.5721,0.5694,0.6491,0.6365,0.604,0.6654,0.5953,0.7433,0.7032,0.7763,0.7882,0.8379,0.8708,0.8534,0.9149,0.917,0.9329
